Frame,DensityPercentage
2078,1.42,2025-07-23 10:46:11,416
2079,1.4,2025-07-23 10:46:11,416
2080,1.41,2025-07-23 10:46:11,417
2081,1.41,2025-07-23 10:46:11,417
2082,1.4,2025-07-23 10:46:17,417
2083,1.4,2025-07-23 10:46:17,417
2084,1.4,2025-07-23 10:46:17,417
2085,1.41,2025-07-23 10:46:17,418
2086,1.41,2025-07-23 10:46:17,418
2087,1.41,2025-07-23 10:46:24,418
2088,1.42,2025-07-23 10:46:24,418
2089,1.42,2025-07-23 10:46:24,418
2090,1.42,2025-07-23 10:46:24,419
2091,1.42,2025-07-23 10:46:24,419
2092,1.42,2025-07-23 10:46:30,419
2093,1.42,2025-07-23 10:46:30,419
2094,1.42,2025-07-23 10:46:30,419
2095,1.42,2025-07-23 10:46:30,420
2096,1.42,2025-07-23 10:46:30,420
2097,1.42,2025-07-23 10:46:33,420
2098,1.42,2025-07-23 10:46:33,420
2099,1.42,2025-07-23 10:46:33,420
2100,1.43,2025-07-23 10:46:33,421
2101,1.42,2025-07-23 10:46:33,421
2102,1.42,2025-07-23 10:46:40,421
2103,1.42,2025-07-23 10:46:40,421
2104,1.41,2025-07-23 10:46:40,421
2105,1.41,2025-07-23 10:46:40,422
2106,1.44,2025-07-23 10:46:40,422
2107,1.44,2025-07-23 10:46:47,422
2108,1.44,2025-07-23 10:46:47,422
2109,1.46,2025-07-23 10:46:47,422
2110,1.35,2025-07-23 10:46:47,423
2111,1.36,2025-07-23 10:46:47,423
2112,1.33,2025-07-23 10:46:51,423
2113,1.31,2025-07-23 10:46:51,423
2114,1.34,2025-07-23 10:46:51,423
2115,1.32,2025-07-23 10:46:51,424
2116,1.32,2025-07-23 10:46:51,424
2117,1.33,2025-07-23 10:46:57,424
2118,1.32,2025-07-23 10:46:57,424
2119,1.31,2025-07-23 10:46:57,424
2120,1.28,2025-07-23 10:46:57,425
2121,1.27,2025-07-23 10:46:57,425
2122,1.25,2025-07-23 10:47:02,425
2123,1.27,2025-07-23 10:47:02,425
2124,1.34,2025-07-23 10:47:02,425
2125,1.35,2025-07-23 10:47:02,426
2126,1.35,2025-07-23 10:47:02,426
2127,1.35,2025-07-23 10:47:07,426
2128,1.35,2025-07-23 10:47:07,426
2129,1.35,2025-07-23 10:47:07,426
2130,1.35,2025-07-23 10:47:07,427
2131,1.35,2025-07-23 10:47:07,427
2132,1.35,2025-07-23 10:47:12,427
2133,1.34,2025-07-23 10:47:12,427
2134,1.35,2025-07-23 10:47:12,427
2135,1.34,2025-07-23 10:47:12,428
2136,1.35,2025-07-23 10:47:12,428
2137,1.35,2025-07-23 10:47:18,428
2138,1.35,2025-07-23 10:47:18,428
2139,1.35,2025-07-23 10:47:18,428
2140,1.34,2025-07-23 10:47:18,429
2141,1.34,2025-07-23 10:47:18,429
2142,1.34,2025-07-23 10:47:25,429
2143,1.34,2025-07-23 10:47:25,429
2144,1.35,2025-07-23 10:47:25,429
2145,1.34,2025-07-23 10:47:25,430
2146,1.33,2025-07-23 10:47:25,430
2147,1.34,2025-07-23 10:47:30,430
2148,1.34,2025-07-23 10:47:30,430
2149,1.35,2025-07-23 10:47:30,430
2150,1.35,2025-07-23 10:47:30,431
2151,1.34,2025-07-23 10:47:30,431
2152,1.35,2025-07-23 10:47:35,431
2153,1.35,2025-07-23 10:47:35,431
2154,1.35,2025-07-23 10:47:35,431
2155,1.36,2025-07-23 10:47:35,432
2156,1.35,2025-07-23 10:47:35,432
2157,1.35,2025-07-23 10:47:38,432
2158,1.35,2025-07-23 10:47:38,432
2159,1.34,2025-07-23 10:47:38,432
