scenario_code,time_s,link_id,travel_time,speed,volume,queue_delay,veh_delay,stops,occupancy,queue_length,max_queue_length,event_active,event_exposure,event_intensity,lanes_blocked,tt_missing_flag,speed_missing_flag,volume_missing_flag,event_link,,,,
SC0552,3000-3300,L13,18.8,55.46,30,1034.17,0.84,0,0.0176,0,0,0,1,0.075,0,0,0,0,L13,,,,
SC0552,3000-3300,L16,35.58,31.11,27,1389.36,5.18,0.21,0.0729,0,0,0,0.135,0.075,0,0,0,0,L13,,,,
SC0552,3000-3300,L17,22.71,41.27,9,1465.41,0.15,0,0.1009,0,0,0,0.607,0.075,0,0,0,0,L13,,,,
SC0552,3000-3300,L18,23.82,52.19,55,1075.4,3.93,0,0.0394,0,0,0,0.368,0.075,0,0,0,0,L13,,,,
SC0552,3000-3300,L19,27.2,40.42,32,1728.92,2.68,0,0.0278,0,0,0,0.607,0.075,0,0,0,0,L13,,,,
SC0552,3300-3600,L3,34.24,38.96,4,469.45,7.92,0,0.0038,0,0,0,0.223,0.075,0,0,0,0,L13,,,,
SC0552,3300-3600,L6,897.13,17.41,31,2007.01,868.56,16.03,0.5099,255.16,257.13,0,0.368,0.075,0,0,0,0,L13,,,,
SC0552,3300-3600,L13,20.02,51.3,28,1145.5,1.16,0,0.0231,0,0,0,1,0.075,0,0,0,0,L13,,,,
SC0552,3300-3600,L16,46.99,26.67,19,1739.01,12.91,0.32,0.2588,0,0,0,0.135,0.075,0,0,0,0,L13,,,,
SC0552,3300-3600,L17,23.07,41.91,9,1616.59,0.63,0,0.1498,0,0,0,0.607,0.075,0,0,0,0,L13,,,,
SC0552,3300-3600,L18,27.78,39.73,45,1136.72,3.77,0,0.0567,0,0,0,0.368,0.075,0,0,0,0,L13,,,,
SC0552,3300-3600,L19,24.84,48.86,25,2013.64,2.66,0,0.0212,0,0,0,0.607,0.075,0,0,0,0,L13,,,,
SC0766,600-900,L1,53.59,58.48,113,1.91,36.03,0.64,0.061,0,0,1,0.607,0.134,1,0,0,0,L18,,,,
SC0766,600-900,L3,41.93,27.36,17,66.41,13.25,0.27,0.1805,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0766,600-900,L6,30.18,15.45,9,34.6,2.36,0,0.038,0,0,1,0.135,0.134,1,0,0,0,L18,,,,
SC0766,600-900,L13,18.63,67.64,129,0,3.71,0.14,0.065,0,0,1,0.368,0.134,1,0,0,0,L18,,,,
SC0766,600-900,L16,39.82,41.44,23,1.18,5.06,0,0.028,2.48,34.49,1,0.368,0.134,1,0,0,0,L18,,,,
SC0766,600-900,L17,42.85,41.49,94,29.91,20.32,0.36,0.4124,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0766,600-900,L18,29.01,64.61,27,55.9,10.45,0.41,0.0127,21.83,53.59,1,1,0.134,1,0,0,0,L18,,,,
SC0766,600-900,L19,22.97,46.5,62,14.09,1.19,0,0.0548,0,0,1,0.607,0.134,1,0,0,0,L18,,,,
SC0766,900-1200,L1,123.08,52.69,135,5.56,105.86,1.68,0.0965,1.62,28.48,1,0.607,0.134,1,0,0,0,L18,,,,
SC0766,900-1200,L3,126.05,36.18,39,162.01,97.59,1,0.805,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0766,900-1200,L6,155.23,5.02,9,223.42,124.69,2.11,0.3555,0,0,1,0.135,0.134,1,0,0,0,L18,,,,
SC0766,900-1200,L13,43.65,58.41,194,33.09,28.08,0.77,0.1137,11.85,78.99,1,0.368,0.134,1,0,0,0,L18,,,,
SC0766,900-1200,L16,146.36,29.83,48,159.71,111.06,1.4,0.682,95.09,188.66,1,0.368,0.134,1,0,0,0,L18,,,,
SC0766,900-1200,L17,91.54,32.23,130,84.28,67.66,1.34,0.7283,2.83,39.55,1,0.223,0.134,1,0,0,0,L18,,,,
SC0766,900-1200,L18,52.54,43.55,77,147.84,31.24,0.39,0.0746,18.63,89.8,1,1,0.134,1,0,0,0,L18,,,,
SC0766,900-1200,L19,24.23,43.41,88,55.26,1.77,0,0.0749,0,0,1,0.607,0.134,1,0,0,0,L18,,,,
SC0766,1200-1500,L1,213.35,22.01,109,59.31,194.8,2.66,0.6312,166.96,328.78,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,1200-1500,L3,234.81,35.13,38,349.69,206.89,2.78,0.2703,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,1200-1500,L6,372.54,9.8,21,474.23,342.14,5.45,0.9505,27.9,112.29,0,0.135,0.134,1,0,0,0,L18,,,,
SC0766,1200-1500,L13,102.26,34.27,162,50.64,86.5,3.57,0.2614,94.38,129.98,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,1200-1500,L16,223.86,28.47,43,336.92,183.22,2.3,0.6238,213.92,270.74,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,1200-1500,L17,90.58,37.13,143,107.8,67.66,1.34,0.6756,9.46,56.76,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,1200-1500,L18,27.6,44.24,64,302.4,4.7,0,0.0803,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0766,1200-1500,L19,24.66,43.49,89,107.05,1.78,0,0.0848,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,1500-1800,L1,274.22,24.06,98,170.15,255.48,4.27,0.5804,206.63,326.46,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,1500-1800,L3,322.21,34.09,39,456.12,293.62,5.77,0.1509,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,1500-1800,L6,557.31,14.88,22,787.3,529.01,10.48,0.8685,141.6,213.31,0,0.135,0.134,1,0,0,0,L18,,,,
SC0766,1500-1800,L13,91.67,38.64,74,244.06,74.72,4.08,0.1684,30.1,152.56,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,1500-1800,L16,302.48,24.13,51,493.17,263.51,4.06,0.5314,208,333.44,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,1500-1800,L17,124.82,32.44,114,187.12,102.72,1.69,0.721,26.71,119.93,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,1500-1800,L18,26.99,44.34,65,449.28,3.61,0,0.0803,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0766,1500-1800,L19,22.74,48,50,264.28,1.08,0,0.057,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,1800-2100,L1,267.22,37.82,3,452.87,248.03,4.81,0.1196,1.86,13.26,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,1800-2100,L3,452.54,32.31,38,639.99,423.4,8.4,0.3371,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,1800-2100,L6,696.2,31.94,50,965.97,666.94,12.16,0.0606,221.29,253.93,0,0.135,0.134,1,0,0,0,L18,,,,
SC0766,1800-2100,L13,23.41,46.1,33,567.25,1.36,0,0.0307,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,1800-2100,L16,280.59,26.04,43,695.53,243.89,2.86,0.4018,141.56,201.02,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,1800-2100,L17,163.56,32.85,58,294.34,140.48,1.98,0.3601,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,1800-2100,L18,31.4,37.53,69,603.24,6.83,0,0.0886,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0766,1800-2100,L19,23.55,46.5,40,930.76,2.77,0,0.0299,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,2100-2400,L1,229.74,63.05,1,1021,213.27,4.33,0.0004,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,2100-2400,L3,588.65,24.56,29,778.99,559.74,9.62,0.0513,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,2100-2400,L6,598.85,30.55,41,1094.85,570.32,9.5,0.5891,251.39,264.93,0,0.135,0.134,1,0,0,0,L18,,,,
SC0766,2100-2400,L13,21.5,49.59,35,722.25,1.36,0,0.0325,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,2100-2400,L16,190.18,23.09,50,848.25,151.07,1.73,0.7533,88.27,167.99,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,2100-2400,L17,28.25,41.83,5,845.48,0.15,0,0.0047,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,2100-2400,L18,27.91,40.49,59,749.31,2.62,0,0.0737,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0766,2100-2400,L19,25.13,45.59,24,1142.64,4.61,0,0.0199,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,2400-2700,L1,15.41,70.58,1,1640,0.62,0,0.0003,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,2400-2700,L3,515.25,24.87,32,894.02,484.7,7.88,0.0482,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,2400-2700,L6,824.44,23.63,34,1348.59,795.59,11.71,0.8968,253.26,264.58,0,0.135,0.134,1,0,0,0,L18,,,,
SC0766,2400-2700,L13,21.56,50.84,42,857.37,2.25,0,0.0314,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,2400-2700,L16,106.65,29.29,33,915.08,69.97,0.88,0.0493,8.57,104.62,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,2400-2700,L17,26.3,42.56,2,1044.35,0.3,0,0.002,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,2400-2700,L18,23.97,48.21,68,837.22,2.39,0,0.0589,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0766,2400-2700,L19,20.18,55.86,25,1374.24,1.37,0,0.0166,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,2700-3000,L1,,,0,,,,0,0,0,0,0.607,0.134,1,1,1,1,L18,,,,
SC0766,2700-3000,L3,232.04,25.24,23,776.94,203.99,2.53,0.0318,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,2700-3000,L6,711.54,24.53,47,1497.23,680.59,12.89,1,258.4,263.86,0,0.135,0.134,1,0,0,0,L18,,,,
SC0766,2700-3000,L13,20.62,51.36,25,798.78,1.17,0,0.0196,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,2700-3000,L16,43.96,25.19,19,989.9,7.55,0,0.0372,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,2700-3000,L17,26.02,28.18,5,1029.8,0.05,0,0.007,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,2700-3000,L18,25.14,47.28,40,898.74,3.17,0,0.0425,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0766,2700-3000,L19,26.43,42.61,28,1486.79,3.24,0,0.025,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,3000-3300,L1,14.44,72.46,1,1702.75,0,0,0.0003,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,3000-3300,L3,42.16,25.93,6,320.39,15.13,0,0.0068,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,3000-3300,L6,812.96,24.22,47,1687.57,778.61,14.12,0.872,250.32,257.13,0,0.135,0.134,1,0,0,0,L18,,,,
SC0766,3000-3300,L13,22.32,47.95,39,910.94,1.19,0,0.0305,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,3000-3300,L16,42.74,26.55,20,1310.44,8.96,0.11,0.0527,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,3000-3300,L17,26.72,22.57,11,1284.71,0.98,0,0.3078,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,3000-3300,L18,27.83,39.6,56,950.21,3.24,0,0.0633,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0766,3000-3300,L19,29.56,36.14,35,1691.63,3.41,0,0.0394,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0766,3300-3600,L1,,,0,,,,0,0,0,0,0.607,0.134,1,1,1,1,L18,,,,
SC0766,3300-3600,L3,38.97,25.63,3,332.62,12.4,0,0.0034,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,3300-3600,L6,829.18,16.33,25,1947.85,799.67,17.25,0.6793,224.54,255.9,0,0.135,0.134,1,0,0,0,L18,,,,
SC0766,3300-3600,L13,19.5,56.26,26,967.41,1.67,0,0.0151,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,3300-3600,L16,51.04,25.76,20,1863.72,19.59,0.55,0.3262,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0766,3300-3600,L17,22.75,34.9,12,1672.15,0.53,0,0.2702,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0766,3300-3600,L18,25.35,45.11,35,944.7,2.91,0,0.0272,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0766,3300-3600,L19,27.72,44.12,24,1876.37,3.96,0,0.019,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0767,600-900,L1,50.22,57.56,125,1.84,32.61,0.67,0.0688,0,0,1,0.607,0.134,1,0,0,0,L18,,,,
SC0767,600-900,L3,53.09,30.4,18,63.82,24.15,0.46,0.1947,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0767,600-900,L6,29.85,18.78,7,40.29,2.55,0,0.2357,0,0,1,0.135,0.134,1,0,0,0,L18,,,,
SC0767,600-900,L13,17.9,67.93,115,0.04,2.97,0.07,0.0586,0,0,1,0.368,0.134,1,0,0,0,L18,,,,
SC0767,600-900,L16,40.98,36.84,30,2.65,6.8,0.1,0.3139,0,0,1,0.368,0.134,1,0,0,0,L18,,,,
SC0767,600-900,L17,47.39,41.35,87,33.26,24.84,0.41,0.4334,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0767,600-900,L18,27.63,65.78,26,56.9,9.38,0.42,0.0127,25.4,59.05,1,1,0.134,1,0,0,0,L18,,,,
SC0767,600-900,L19,23.49,46.21,63,16.85,1.39,0,0.054,0,0,1,0.607,0.134,1,0,0,0,L18,,,,
SC0767,900-1200,L1,137.52,49.41,126,5.15,120.17,2.08,0.2168,3.24,45.03,1,0.607,0.134,1,0,0,0,L18,,,,
SC0767,900-1200,L3,112.24,35.88,39,148.45,83.77,1,0.0408,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0767,900-1200,L6,177.12,8.02,12,228.3,145.27,3,0.5262,0,0,1,0.135,0.134,1,0,0,0,L18,,,,
SC0767,900-1200,L13,27.08,62.65,170,15.83,11.96,0.42,0.0954,0,0,1,0.368,0.134,1,0,0,0,L18,,,,
SC0767,900-1200,L16,95.46,27.09,47,126.19,60.26,1.09,0.4282,39.12,131.37,1,0.368,0.134,1,0,0,0,L18,,,,
SC0767,900-1200,L17,62.95,36.79,148,56.29,40.03,0.8,0.4592,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0767,900-1200,L18,26.13,54.49,52,130.29,6.08,0.15,0.0401,103.74,131.14,1,1,0.134,1,0,0,0,L18,,,,
SC0767,900-1200,L19,23.47,44.28,85,57.38,1.08,0,0.0769,0,0,1,0.607,0.134,1,0,0,0,L18,,,,
SC0767,1200-1500,L1,220.87,24.28,110,65.29,202.62,3.91,0.6733,241.16,403.09,1,0.607,0.134,1,0,0,0,L18,,,,
SC0767,1200-1500,L3,208.06,35.49,39,305.72,180.52,2.18,0.6005,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0767,1200-1500,L6,411.07,10,13,490.25,381.89,7.62,0.6648,32.26,122.83,1,0.135,0.134,1,0,0,0,L18,,,,
SC0767,1200-1500,L13,55.89,57.93,182,113.35,39.57,1.89,0.1125,13.36,100.51,1,0.368,0.134,1,0,0,0,L18,,,,
SC0767,1200-1500,L16,193.83,26.43,48,297.34,155.63,2.08,0.2358,128.98,197.88,1,0.368,0.134,1,0,0,0,L18,,,,
SC0767,1200-1500,L17,85.16,36.98,123,94.33,62.08,1.38,0.7922,3.38,43.89,1,0.223,0.134,1,0,0,0,L18,,,,
SC0767,1200-1500,L18,135.78,42.5,90,353.86,112.98,0.42,0.0917,37.51,139.14,1,1,0.134,1,0,0,0,L18,,,,
SC0767,1200-1500,L19,24.38,43.66,92,89.17,1.72,0,0.0817,0,0,1,0.607,0.134,1,0,0,0,L18,,,,
SC0767,1500-1800,L1,274.73,25.29,105,187.38,255.74,4.07,0.5975,273.45,404.17,0,0.607,0.134,1,0,0,0,L18,,,,
SC0767,1500-1800,L3,283.4,34.17,40,421,254.28,4.57,0.6931,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,1500-1800,L6,650.31,22.3,27,806.38,621.75,9.08,0.4371,165.12,255.09,0,0.135,0.134,1,0,0,0,L18,,,,
SC0767,1500-1800,L13,87.77,50.31,80,205.36,71.49,3.1,0.0672,16.1,104.9,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,1500-1800,L16,237.72,24.76,35,485.99,195.81,2.21,0.6082,161.15,220.69,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,1500-1800,L17,117.76,37.75,116,173.31,94.55,1.5,0.4531,9.48,55.5,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,1500-1800,L18,29.81,39.22,58,458.76,5.02,0,0.0623,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0767,1500-1800,L19,22.56,47.1,44,331.61,1.3,0,0.0501,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0767,1800-2100,L1,291.88,23.24,14,345.34,273.53,4.96,0.031,8.12,35.95,0,0.607,0.134,1,0,0,0,L18,,,,
SC0767,1800-2100,L3,336.88,34.74,39,601.06,308.01,4.86,0.515,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,1800-2100,L6,681.9,29.35,41,963.57,653.66,7.62,0.3824,249.49,256.79,0,0.135,0.134,1,0,0,0,L18,,,,
SC0767,1800-2100,L13,26.31,43.31,29,605.53,4.45,0.06,0.0321,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,1800-2100,L16,330.98,26.63,44,704.76,290.96,4.09,0.378,159.34,219.79,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,1800-2100,L17,126.98,40.77,51,270.63,104.45,1.79,0.0515,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,1800-2100,L18,30.07,38.22,60,629.56,6.17,0,0.0846,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0767,1800-2100,L19,22.35,51.44,39,792.11,1.61,0,0.0317,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0767,2100-2400,L1,230.27,52.04,2,650.9,211.48,3.79,0.0007,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0767,2100-2400,L3,291.83,34.9,38,652.84,261.02,4.46,0.8066,0.04,3.15,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,2100-2400,L6,759.48,24.77,33,1138.63,731.32,12.58,0.7881,248.06,255.11,0,0.135,0.134,1,0,0,0,L18,,,,
SC0767,2100-2400,L13,23.02,49.56,40,730.64,2.35,0.07,0.0391,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,2100-2400,L16,170.75,26.27,44,839.59,133.15,1.67,0.4403,36.64,155.95,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,2100-2400,L17,29.14,29.57,9,778.9,1.03,0,0.0158,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,2100-2400,L18,27.52,40.46,63,766.51,3.15,0,0.0788,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0767,2100-2400,L19,24.95,44.76,27,1141.13,2.81,0,0.0194,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0767,2400-2700,L1,17.11,60.61,1,1279.6,0.17,0,0.0005,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0767,2400-2700,L3,101.97,40.24,14,547.07,74.19,0.92,0.3707,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,2400-2700,L6,780.4,27.7,36,1307.65,749.26,13.75,0.9959,255.69,257.82,0,0.135,0.134,1,0,0,0,L18,,,,
SC0767,2400-2700,L13,22.29,47.75,24,832.24,1.16,0,0.0239,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,2400-2700,L16,63.39,26.43,24,908.75,29.07,0.54,0.1728,0.61,13.9,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,2400-2700,L17,,,0,,,,0,0,0,0,0.223,0.134,1,1,1,1,L18,,,,
SC0767,2400-2700,L18,25.58,42.83,39,867.33,2.73,0,0.0466,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0767,2400-2700,L19,22.05,53.72,21,1332.86,0.74,0,0.0135,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0767,2700-3000,L1,,,0,,,,0,0,0,0,0.607,0.134,1,1,1,1,L18,,,,
SC0767,2700-3000,L3,37.46,32.24,9,702.23,9.15,0,0.0132,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,2700-3000,L6,834.17,28.5,53,1553.85,801.94,13.4,1,250.04,258,0,0.135,0.134,1,0,0,0,L18,,,,
SC0767,2700-3000,L13,20.26,52.62,30,1012.08,0.52,0,0.0187,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,2700-3000,L16,37.42,48.79,8,1296.51,0.28,0,0.2876,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,2700-3000,L17,26.13,35.45,7,1170.51,0.08,0,0.0081,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,2700-3000,L18,26.71,50.62,46,936.98,4.68,0,0.0377,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0767,2700-3000,L19,25.07,45.39,30,1517.12,2.54,0,0.0271,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0767,3000-3300,L1,,,0,,,,0,0,0,0,0.607,0.134,1,1,1,1,L18,,,,
SC0767,3000-3300,L3,35.22,34.63,9,634.49,7.9,0,0.0093,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,3000-3300,L6,838.38,22.56,40,1746.74,808.49,16.27,0.6792,250.75,257.14,0,0.135,0.134,1,0,0,0,L18,,,,
SC0767,3000-3300,L13,20.65,51.44,33,975.83,0.57,0,0.0195,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,3000-3300,L16,43.84,35.65,24,1358.28,11.07,0.29,0.0982,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,3000-3300,L17,25.21,33.57,5,1396.83,0.11,0,0.0673,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,3000-3300,L18,25.32,50.07,56,1046.37,2.13,0,0.0363,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0767,3000-3300,L19,26.34,42.3,32,1749.1,2.86,0,0.0277,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0767,3300-3600,L1,,,0,,,,0,0,0,0,0.607,0.134,1,1,1,1,L18,,,,
SC0767,3300-3600,L3,38.44,27.18,5,388.02,12.13,0,0.0053,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,3300-3600,L6,785.91,13.12,25,1910.36,756.01,13.75,0.9076,250.38,257.25,0,0.135,0.134,1,0,0,0,L18,,,,
SC0767,3300-3600,L13,19.99,52,37,1126.17,1.04,0,0.0292,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,3300-3600,L16,46.6,34.39,28,1747.57,12.99,0.19,0.0432,0,0,0,0.368,0.134,1,0,0,0,L18,,,,
SC0767,3300-3600,L17,24.82,37.56,12,1615.9,0.38,0,0.3951,0,0,0,0.223,0.134,1,0,0,0,L18,,,,
SC0767,3300-3600,L18,27.03,40.89,56,1139.31,3.67,0,0.0665,0,0,0,1,0.134,1,0,0,0,L18,,,,
SC0767,3300-3600,L19,23.87,49.78,19,1959.8,1.79,0,0.0139,0,0,0,0.607,0.134,1,0,0,0,L18,,,,
SC0768,600-900,L1,49.89,57.05,119,1.41,31.91,0.56,0.0677,0,0,1,0.607,0.134,1,0,0,0,L18,,,,
SC0768,600-900,L3,53.56,28.86,19,47.35,24.7,0.5,0.2894,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0768,600-900,L6,28.56,19.46,10,50.23,1.91,0,0.0273,0,0,1,0.135,0.134,1,0,0,0,L18,,,,
SC0768,600-900,L13,18.79,67.25,121,0.05,3.91,0.14,0.0627,0,0,1,0.368,0.134,1,0,0,0,L18,,,,
SC0768,600-900,L16,39.88,36.86,31,5.85,6,0.12,0.3027,0,0,1,0.368,0.134,1,0,0,0,L18,,,,
SC0768,600-900,L17,49.63,41.54,82,37.31,27.23,0.4,0.428,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0768,600-900,L18,26.85,65.01,26,56.2,8.56,0.35,0.0129,27.44,63.89,1,1,0.134,1,0,0,0,L18,,,,
SC0768,600-900,L19,23.04,46.49,65,11.27,1.03,0,0.0546,0,0,1,0.607,0.134,1,0,0,0,L18,,,,
SC0768,900-1200,L1,146.87,49.3,128,5.02,129.54,2.41,0.2261,4.17,58.44,1,0.607,0.134,1,0,0,0,L18,,,,
SC0768,900-1200,L3,87.57,34.93,36,146.74,59.06,0.84,0.6894,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0768,900-1200,L6,193.43,7.57,12,239.7,160.56,3.17,0.7529,0,0,1,0.135,0.134,1,0,0,0,L18,,,,
SC0768,900-1200,L13,33.34,61.13,176,17.45,18.08,0.55,0.1002,0,0,1,0.368,0.134,1,0,0,0,L18,,,,
SC0768,900-1200,L16,87.54,28.35,58,133.24,51.89,1.02,0.3716,36.53,161.31,1,0.368,0.134,1,0,0,0,L18,,,,
SC0768,900-1200,L17,112.34,33.74,122,100.73,89.24,1.54,0.4613,13.04,95.16,1,0.223,0.134,1,0,0,0,L18,,,,
SC0768,900-1200,L18,28.5,53.64,63,132.64,8.44,0.22,0.0473,108.09,146.19,1,1,0.134,1,0,0,0,L18,,,,
SC0768,900-1200,L19,23.25,45.58,82,58,1.16,0,0.0712,0,0,1,0.607,0.134,1,0,0,0,L18,,,,
SC0768,1200-1500,L1,236.36,23.36,108,72.57,218.63,3.9,0.674,252.63,428.76,1,0.607,0.134,1,0,0,0,L18,,,,
SC0768,1200-1500,L3,170.3,34.61,39,299.73,142.95,1.64,0.8117,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0768,1200-1500,L6,336.67,11.4,20,451.41,309.28,6.3,0.8139,12.72,82.24,1,0.135,0.134,1,0,0,0,L18,,,,
SC0768,1200-1500,L13,65.68,58.09,163,61.23,49.96,2.48,0.0999,8.25,66.74,1,0.368,0.134,1,0,0,0,L18,,,,
SC0768,1200-1500,L16,151,26.01,44,278.68,111.97,1.75,0.6535,75.89,171.17,1,0.368,0.134,1,0,0,0,L18,,,,
SC0768,1200-1500,L17,157.94,30.08,122,159.48,135.51,2.28,0.7677,134.65,279.27,1,0.223,0.134,1,0,0,0,L18,,,,
SC0768,1200-1500,L18,34.17,48.12,54,294.06,10.89,0.27,0.0564,125.3,151.53,1,1,0.134,1,0,0,0,L18,,,,
SC0768,1200-1500,L19,24.58,43.4,90,115.6,1.55,0,0.0838,0,0,1,0.607,0.134,1,0,0,0,L18,,,,
SC0768,1500-1800,L1,258.69,23.15,107,180.19,239.08,3.73,0.3863,253.16,431.19,1,0.607,0.134,1,0,0,0,L18,,,,
SC0768,1500-1800,L3,256.25,32.4,38,432.92,225.92,2.41,0.7075,0,0,1,0.223,0.134,1,0,0,0,L18,,,,
SC0768,1500-1800,L6,593.58,9.17,19,755.9,568.03,11.5,0.9027,117.18,213.19,1,0.135,0.134,1,0,0,0,L18,,,,
SC0768,1500-1800,L13,104.84,41.81,109,326.92,87.9,3.26,0.112,56.74,103.75,1,0.368,0.134,1,0,0,0,L18,,,,
